id,unicode,X,Y,population,traveller,visitor
445,13177,1115401.5430258655,-569889.41356822231,24808,9758,1402
446,13179,1361782.313832484,-530034.52053975652,61811,5423,6749
447,13181,1241429.9260178048,-326230.71484438929,8335,1974,298
448,13183,1339597.3247670096,-541899.30910838244,10370,3772,264
449,13185,1211115.2365729716,-663572.18136209738,92206,3506,9758
450,13187,1089061.9395717804,-259017.21487078682,21251,4912,2269
451,13189,1243593.8253933673,-360981.11511020653,21269,3430,2918
452,13191,1375531.3491143819,-565406.32265383389,10948,2289,710
453,13193,1116532.0616254597,-504734.40443680109,14025,1955,1629
454,13195,1167396.7213520133,-298830.02801972459,25800,8825,1688
455,13197,1071810.3381018557,-510840.83677338134,7189,1579,787
456,13199,1047484.8077997896,-436546.94439673476,22526,4779,2404
457,13201,1068317.2030440669,-644659.99091345095,6351,1306,477
458,13205,1118061.8747366138,-631718.26047836093,23965,3163,2584
459,13207,1118756.8779684436,-430717.34048882051,21824,6195,2375
460,13209,1259418.40689202,-506182.32296053332,8234,2374,556
461,13211,1149565.8610107105,-361772.70496759604,15531,2708,4090
462,13213,1018901.2104943312,-243275.95105410423,36737,9505,5653
463,13215,1037018.5383263604,-497397.62823074457,186478,11019,29625
464,13217,1117370.6645294903,-369990.74917324207,62768,17005,8506
465,13219,1151034.7392094755,-334057.44663795084,25874,9267,3327
466,13221,1182787.7853892054,-324620.78602578945,12688,4633,569
467,13223,1019515.8899936926,-340947.69885021826,83026,30736,4803
468,13225,1133552.9420984215,-478911.71985649539,23871,5594,4416
469,13227,1048758.3276751379,-276175.55388228479,23412,5795,3173
470,13229,1302310.1154676876,-591763.63841784978,15702,3860,1083
471,13231,1074341.7907466558,-427490.51408508199,13571,4644,885
472,13233,989218.00249281281,-335272.96027964016,38178,6970,3055
473,13235,1170931.5050050705,-511801.68175211601,9655,1653,1152
474,13237,1164461.3787976454,-390105.43273727834,18834,3576,2034
475,13239,1032115.6775911706,-570063.97759728599,2596,689,171
476,13241,1138707.314216896,-217636.60383528189,15070,1159,1718
477,13243,1058238.284780937,-578762.12532795256,7773,836,678
478,13245,1282820.9463357546,-369162.71290780988,199547,17077,41576
479,13247,1099829.8298926654,-361072.04538148222,70724,18496,17146
480,13249,1092573.744420158,-518588.7537931712,3791,937,574
481,13251,1335306.5368528417,-429991.1911599373,15341,2283,691
482,13253,1058210.2071536325,-671080.98854420206,9329,1642,730
483,13255,1081701.9621006846,-407607.29829097656,58497,11210,9051
484,13257,1153403.9480801639,-252655.55612890969,25482,2750,2354
485,13259,1046555.9033043839,-544728.13371949596,5284,927,623
486,13261,1106562.0629380215,-541747.14441562572,33448,2311,3431
487,13263,1066377.0820795165,-472610.78381439892,6563,1882,360
488,13265,1205994.7714786467,-356897.89976958261,2076,526,96
489,13267,1305699.1749747719,-513976.85810227261,22322,3176,2245
490,13269,1094499.9194209867,-485344.08304914256,8821,1435,621
491,13271,1225480.6417798253,-538475.86078408535,11893,1382,2217
492,13273,1087754.6650773797,-573603.60871807626,10935,1871,818
493,13275,1149068.9807309138,-668343.21407678071,42829,2466,4957
494,13277,1177572.4147661827,-598033.75450727192,38348,2621,6728
495,13279,1279154.654668825,-509413.79233522899,26137,2742,3549
496,13281,1108105.3644420055,-217721.52633800646,9348,1539,1148
497,13283,1252673.7768685147,-481321.34878382698,6862,1202,235
498,13285,1016232.557023867,-441029.08400709229,58923,4265,9685
499,13287,1164669.1725418235,-570657.59937504749,9475,1472,778
500,13289,1169124.39991016,-463174.68393656629,10556,3067,887
501,13291,1086486.7079061402,-229810.59699891554,17398,2199,1355
502,13293,1085516.7355977583,-449832.3373360298,27746,3023,1605
503,13295,969725.89236611233,-254920.46837152159,61268,15966,6579
504,13297,1124756.3863631582,-343532.03400747204,61413,17802,4814
505,13299,1287444.2554365569,-628307.8975218517,35421,2538,5413
506,13301,1226895.1927555432,-371699.65402132459,6275,1303,837
507,13303,1222795.6920393624,-421805.50978786207,21188,1611,3778
508,13305,1326963.11462847,-566453.9750770753,26596,2540,1708
509,13307,1073462.9784234234,-545071.29945456947,2398,628,190
510,13309,1242585.8610582643,-515042.06409941515,6174,1221,457
511,13311,1111097.2070604195,-247819.94137226482,20186,4512,2244
512,13313,998927.41357905441,-243696.80881438864,84222,5106,22907
513,13315,1178855.4378679367,-539908.40817688464,8632,1508,424
514,13317,1215010.5124619633,-331292.66616790392,10694,993,1075
515,13319,1190753.2213232426,-445048.83096691099,10193,2127,1536
516,13321,1145797.5065103769,-591630.5448413525,21983,5674,1250
517,16001,-1618306.1160286819,839231.40321616491,303328,10537,26000
518,16003,-1600818.2103641026,999515.65001736523,3477,347,182
519,16005,-1315521.4384962223,691369.02152407053,75728,4539,2648
520,16007,-1250532.5053309151,637014.3962274472,6424,620,94
521,16009,-1560896.3033949069,1255292.1012314188,9186,549,550
522,16011,-1318966.0434319049,754197.26778344007,41753,5756,2707
523,16013,-1440372.6012657108,798540.87766342727,19115,390,1449
524,16015,-1565749.1842972124,889438.50933102099,6702,1767,611
525,16017,-1530871.8590158711,1370916.6440908231,36950,1818,647
526,16019,-1253354.1440883272,762428.12929215247,82968,3791,9620
527,16023,-1370359.1121308336,820717.80033183715,2894,238,1095
528,16025,-1504850.582606375,816984.94021585002,968,197,32
529,16027,-1650946.7377232427,866285.05767244531,133082,20184,10355
530,16029,-1260485.8260107562,693708.18790672207,7281,322,938
531,16031,-1433832.9980469868,669032.31804594514,21393,2348,3038
532,16033,-1294940.9791029622,870899.46031983173,1024,93,90
533,16035,-1498699.0349717452,1180361.9619558379,8930,469,509
534,16037,-1446727.2375105435,893963.75438434107,4336,307,118
535,16039,-1559769.6392607638,815626.69897055451,28610,2073,994
536,16041,-1291559.7959233522,632082.77541705151,11350,1981,319
537,16043,-1227690.1499087103,853238.30040339171,11769,2382,595
538,16045,-1616167.848799197,908454.37551052752,15215,2762,525
539,16047,-1516113.4128596054,763177.1154564583,14196,1825,1128
540,16049,-1503332.2652711077,1087166.2976330635,15470,902,479
541,16051,-1300542.0506971485,819352.31682204234,19193,4328,1684
542,16053,-1478528.3445543658,723790.43390847999,18493,3365,2418
543,16055,-1553054.7822495224,1305233.2415973577,109487,10472,4139
544,16057,-1574436.7678753713,1212776.9095304112,34878,3586,1622
545,16059,-1404743.2179589712,965404.50482834806,7724,98,100
546,16061,-1566788.6170055754,1145392.4024620857,3740,563,567
547,16063,-1461859.1259502077,756123.66551575984,4051,822,280
548,16065,-1249715.5034644345,806657.78216877882,27519,2098,2907
549,16067,-1425079.5511684304,732210.8044379073,20103,3003,2116
550,16069,-1589088.8356302662,1160453.9409295286,37398,2447,6431
551,16071,-1350027.952772761,643702.27385030547,4135,608,110
552,16073,-1633015.6436950392,742964.87505089503,10690,2194,849
553,16075,-1645763.7187606446,908751.27847747738,20624,4266,1647
554,16077,-1364475.5976624764,702855.09367735544,7484,979,1647
555,16079,-1500601.3466116639,1257255.0727619152,13762,951,580
556,16081,-1214421.8379113481,798055.37478171091,6098,1190,233
557,16083,-1518039.4503374218,693454.62414161162,64360,3247,4500
558,16085,-1535254.1841851946,971491.37917575159,7659,402,352
559,16087,-1636862.0397729783,957645.54090267408,9970,1133,475
560,17001,407060.25655754725,289116.76910019584,68183,2438,5116
561,17003,585382.7034303915,-14049.826828268857,9684,1632,1524
562,17005,563666.10985432658,174906.53333315914,17659,3484,1304
563,17007,587108.69305143307,562424.22941907879,42052,12282,6231
564,17009,444249.52663332375,288183.87176250742,6977,768,1295
565,17011,536491.30458335858,455711.29109509167,35456,6492,2772
566,17013,456261.38188579597,199850.68331233112,5086,1193,216
567,17015,498167.66961744532,527719.29071066878,16611,2842,1074
568,17017,486672.77443880192,291959.49994455214,13675,2320,1879
569,17019,658104.06345134892,322884.40374869865,180041,4920,14308
570,17021,572014.3897824228,249517.28095095188,35383,6332,2488
571,17023,700521.33259051992,235797.16157043603,16969,3179,1652
572,17025,645861.18253405544,166097.28961236944,14409,1593,1755
573,17027,566951.67028030229,143649.54975711487,35565,8514,4038
574,17029,661866.68561461463,253528.72902228925,53114,3862,6947
575,17031,673963.85819693061,515191.31023214897,5373418,292142,476233
576,17033,706150.57274144224,199127.65189530441,20411,1430,1709
577,17035,662565.44918941834,225816.0595758353,11318,3543,822
578,17037,595088.98600199888,514813.92934271548,89237,15981,8829
579,17039,598449.71240988362,322105.17799275473,16800,3723,2046
580,17041,659955.36514239514,281402.0566828677,19964,3753,2626
581,17043,651707.20680233336,514715.05048680736,906284,191263,256617
582,17045,700755.82278137607,274611.46124126628,19582,2630,1573
583,17047,686512.49303388211,131435.65703005792,6963,1152,1514
584,17049,634634.85333854286,199570.08430322955,34248,1721,5900
585,17051,597999.08724930033,190085.61343259626,21827,2773,1807
586,17053,651878.81997815683,373744.9723035128,14195,2871,1920
587,17055,614955.46684699506,78076.878672202336,39003,6483,2656
588,17057,486638.89082636387,347964.08016612055,38216,6740,1508
589,17059,677362.75969281606,57263.018493215299,6405,1359,736
590,17061,478667.53539356397,222166.6404186798,14752,3110,565
591,17063,629417.89831147948,449214.71860836953,37704,9362,5888
592,17065,647570.14696695458,90610.25333490425,8602,1851,400
593,17067,406691.4648550126,335755.45613350143,20148,4214,1425
594,17069,676293.91007330106,29569.78120033666,4777,631,235
595,17071,424344.28922523576,383142.67119686265,8172,2656,324
596,17073,486936.90655025071,446766.73402878456,51078,10540,2881
597,17075,683800.66878324049,393321.10554155306,31386,5518,1393
598,17077,576844.12359988876,52046.865577411059,59633,4947,8314
599,17079,672364.4835141612,197011.54228085329,10067,1813,883
600,17081,612401.34876247717,112528.37914285983,40041,3124,6172
601,17083,483352.77289039822,192080.96989906108,21642,5750,1643
602,17085,473352.39418264129,559437.8726195636,22296,4383,2333
603,17087,623177.72159129358,18823.670527543698,12836,2309,1086
604,17089,622745.58488750143,522105.00214698038,407847,84966,67543
605,17091,676926.67233810935,436630.51133264718,103842,10316,6509
606,17093,625834.69267916144,483259.79692116106,55311,19566,9152
607,17095,483034.03143721051,399263.29259407474,55783,3729,5229
608,17097,654004.74094875844,567798.66081406735,648150,104844,113688
609,17099,590195.6119950728,452765.6089892445,111600,13389,9091
610,17101,711686.48278486053,167770.43956801709,15432,2518,1302
611,17103,552686.20794931951,495215.77784333832,36092,5879,4786
612,17105,621339.54383309372,404376.38550429698,39751,4351,4071
613,17107,559833.84270601207,313675.46138598869,31161,4100,2624
614,17109,447267.55712480884,343815.15173503518,32841,1885,2824
615,17111,617385.39266641869,564931.07804443955,261084,65132,28534
616,17113,600564.41202713002,357782.35613963078,150844,6647,14801
617,17115,596215.97110559,286570.50766406034,114499,4697,9862
618,17117,519071.11629559065,213947.69947319731,48972,11104,2545
619,17119,523816.82349070878,165857.35743325873,259204,46350,27477
620,17121,609928.29776689992,151576.04473233435,41665,4449,4986
621,17123,554636.68128114846,415356.8369640946,13137,3323,1072
622,17125,512678.79974099051,323446.73520031065,16001,3563,1114
623,17127,640390.1093806529,-6912.122108515905,15136,2807,2033
624,17129,523899.22076036327,300357.08097433869,12476,4304,706
625,17131,437305.79215823667,427302.59663660196,16937,4686,576
626,17133,504233.12667813973,102704.02973704341,27764,9015,2168
627,17135,557315.99334037106,213128.06296404329,30657,3933,3170
628,17137,492339.58000338869,263337.89581310842,36638,3640,5388
629,17139,627061.41963866609,264355.67797041469,14327,3233,2091
630,17141,548700.23420967686,528197.93941114948,51275,10498,5332
631,17143,521865.41789716959,385601.76451118645,183186,12807,37425
632,17145,575822.98637649836,85536.580825686382,23055,3653,2253
633,17147,626228.86341434042,305759.28985492548,16387,4915,1123
634,17149,434809.99494633131,249583.94437281863,17320,2625,811
635,17151,651498.65218026005,15704.431679781703,4411,1103,344
636,17153,603580.48218618077,-9230.7728802141919,7294,1528,942
637,17155,558176.81754040462,434819.77649290307,6065,1664,1249
638,17157,536327.48611764051,79304.46785163114,33910,4211,5204
639,17159,681012.81128628075,164260.92355539245,16259,1329,1947
640,17161,450040.35933801252,457399.91620960308,149134,17041,28112
641,17163,524397.74141520564,125498.15163192266,256462,43052,25782
642,17165,650312.83987208211,53909.922566538502,26603,2619,2293
643,17167,537992.36337270238,271046.26815950213,189152,5136,20727
644,17169,454447.16971382347,310774.99098928302,7199,1663,379
645,17171,469625.25157295552,253967.28761617074,5549,1645,631
646,17173,613402.12634262559,235178.9768780774,22850,5214,1316
647,17175,516508.51753267646,419521.81730601907,6317,1527,572
648,17177,518359.41449364211,560750.39471221284,48920,4739,3848
649,17179,544601.28904814098,355633.25992455706,128520,27881,16220
650,17181,590393.35626186384,17734.747498857858,18267,2708,1404
651,17183,696914.75591619662,331054.59234529879,83821,4904,4448
652,17185,704227.66874603485,136268.64916048816,12895,2349,1077
653,17187,450064.61781374289,388003.06934753631,18680,3658,1517
654,17189,569963.91942475038,115285.90958425291,15162,3144,2169
655,17191,654300.47031145741,130267.23276861967,17112,2543,716
656,17193,678639.17351855815,93706.235024644309,15333,2400,1377
657,17195,502068.72384926811,492944.18302530306,60615,7592,4282
658,17197,664352.16041072668,470065.64804777241,507629,134351,53377
659,17199,616642.72057805094,48754.895388471057,61279,8603,6555
660,17201,559444.1261869045,561867.97289899434,278981,17380,23281
661,17203,567704.38513180451,388776.20306886052,35499,9826,3011
662,18001,924400.65235257102,417563.63585158816,33597,4572,4722
663,18003,909151.81158409896,454727.616488158,332786,14542,30290
664,18005,862713.197576873,237089.83864306787,71763,5106,12632
665,18007,728071.79234026733,381417.39227387722,9412,2316,718
666,18009,895514.93575321243,383588.01620156539,13988,2915,1529
667,18011,804645.81772867613,326269.25057029189,46390,12696,5482
668,18013,834776.5712744554,233069.88913583348,14998,4545,760
669,18015,790758.61524138006,384775.33157116815,20150,5336,1430
670,18017,806899.70700952935,406511.24430745031,40939,5072,2969
671,18019,887733.68262106343,157659.64892245518,96714,23634,21486
672,18021,757062.37700373016,247534.40106795789,26565,6127,2220
673,18023,801285.74515784613,354179.16545403778,33942,5584,2424
674,18025,826058.70656586473,130069.22892451091,10786,2861,692
675,18027,768037.31307387829,170857.23061600261,29882,4030,1706
676,18029,942097.75883206248,239102.52266676724,46349,13203,5400
677,18031,895182.60656156112,252011.13424368197,24572,3099,3943
678,18033,910768.5378970009,489484.81024870783,40537,6692,10146
679,18035,892560.80306778324,355519.60536708491,118776,9268,10254
680,18037,788151.9950780333,134709.74072255718,39892,1904,9648
681,18039,837500.01802238682,503799.51339199324,183412,9785,35335
682,18041,918335.26915434713,292188.83696054958,25556,3464,2768
683,18043,872474.92957994272,138207.42734214597,70879,20444,13058
684,18045,738828.04892095528,327796.2664164399,17929,3765,2156
685,18047,931239.65926287824,268273.89731583424,22252,6889,2070
